,Unnamed: 0,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day,Latitude,Longitude,Municipality,DISTRICT_N,DISTRICT_C
845,14,Nkangala DM,Emakhazeni LM,Siyathuthuka Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0,-25.67533,29.99125,Emakhazeni,Nkangala,DC31
846,15,Nkangala DM,Emakhazeni LM,Beyers Naude Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0,-33.3272,24.34468,Emakhazeni,Nkangala,DC31
847,16,Nkangala DM,Emakhazeni LM,Ben Gazi Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0,-28.23022,28.29548,Emakhazeni,Nkangala,DC31
848,17,Nkangala DM,Emakhazeni LM,Machadodorp Clinic,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0,,,Emakhazeni,Nkangala,DC31
849,18,Nkangala DM,Emakhazeni LM,Sakhelwe Clinic,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0,,,Emakhazeni,Nkangala,DC31
850,19,Nkangala DM,Emakhazeni LM,Wonderfontein Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,40.0,-25.80557,29.89822,Emakhazeni,Nkangala,DC31
851,20,Nkangala DM,Dr JS Moroka LM,Ga-Phaahla Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.05698,28.80546,Dr JS Moroka,Nkangala,DC31
852,21,Nkangala DM,Dr JS Moroka LM,Vaalbank Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
853,22,Nkangala DM,Dr JS Moroka LM,Marapyane Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,3 days,120.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
854,23,Nkangala DM,Dr JS Moroka LM,Matshiding Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,3 days,120.0,-25.21822,29.02508,Dr JS Moroka,Nkangala,DC31
855,24,Nkangala DM,Dr JS Moroka LM,Lefiso Community Hall,Temporary Outreach Site,Pfizer,5/27/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
856,25,Nkangala DM,Dr JS Moroka LM,Allmansdrift C Community Hall,Temporary Outreach Site,Pfizer,5/27/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
857,26,Nkangala DM,Dr JS Moroka LM,Nokaneng Community Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,3 days,120.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
858,27,Nkangala DM,Dr JS Moroka LM,Thabana Community Hall,Temporary Outreach Site,Pfizer,6/3/2021,Yes,2 days,80.0,-25.07877,29.05896,Dr JS Moroka,Nkangala,DC31
859,28,Nkangala DM,Dr JS Moroka LM,Pankop Community Hall,Temporary Outreach Site,Pfizer,5/31/2021,Yes,3 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
860,29,Nkangala DM,Dr JS Moroka LM,Kameelrivier B Hall,Temporary Outreach Site,Pfizer,6/7/2021,Yes,2 days,80.0,-25.119,29.00218,Dr JS Moroka,Nkangala,DC31
861,30,Nkangala DM,Dr JS Moroka LM,Phake Bethesda Church,Temporary Outreach Site,Pfizer,6/3/2021,Yes,2 days,80.0,-25.14751,28.49423,Dr JS Moroka,Nkangala,DC31
862,31,Nkangala DM,Dr JS Moroka LM,Katjibana Tribal Office Center,Temporary Outreach Site,Pfizer,6/3/2021,Yes,2 days,80.0,-24.99252,28.6297,Dr JS Moroka,Nkangala,DC31
863,32,Nkangala DM,Dr JS Moroka LM,Nkosini Cluster Community Hall,Temporary Outreach Site,Pfizer,6/9/2021,Yes,3 days,120.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
864,33,Nkangala DM,Dr JS Moroka LM,Mmametlhake Hospital,Temporary Outreach Site,J&J,6/7/2021,Yes,3 days,120.0,,,Dr JS Moroka,Nkangala,DC31
865,34,Nkangala DM,Dr JS Moroka LM,Witllagte Tribal Hall,Temporary Outreach Site,Pfizer,6/7/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
866,35,Nkangala DM,Dr JS Moroka LM,Digwale Community Hall,Temporary Outreach Site,Pfizer,6/14/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
867,36,Nkangala DM,Dr JS Moroka LM,Loding Dutch Reformed Church,Temporary Outreach Site,Pfizer,6/10/2021,Yes,2 days,80.0,-25.11185,28.75899,Dr JS Moroka,Nkangala,DC31
868,37,Nkangala DM,Dr JS Moroka LM,Seabe Mmutle School,Temporary Outreach Site,Pfizer,6/9/2021,Yes,2 days,80.0,-25.17289,28.40158,Dr JS Moroka,Nkangala,DC31
869,38,Nkangala DM,Dr JS Moroka LM,Pieterskraal Ndebele Church,Temporary Outreach Site,Pfizer,6/17/2021,Yes,2 days,80.0,-25.20133,28.96578,Dr JS Moroka,Nkangala,DC31
870,39,Nkangala DM,Dr JS Moroka LM,Troya CBC Church,Temporary Outreach Site,Pfizer,6/14/2021,Yes,2 days,80.0,-25.11325,28.55162,Dr JS Moroka,Nkangala,DC31
871,40,Nkangala DM,Dr JS Moroka LM,Allmansdrift B Hall,Temporary Outreach Site,Pfizer,6/14/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
872,41,Nkangala DM,Dr JS Moroka LM,Watervaal Social Grant PayPoint,Temporary Outreach Site,Pfizer,6/21/2021,Yes,3 days,120.0,-25.16926,29.00697,Dr JS Moroka,Nkangala,DC31
873,42,Nkangala DM,Dr JS Moroka LM,Makometsane Roman Catholic Church,Temporary Outreach Site,Pfizer,6/21/2021,Yes,2 days,80.0,-25.11325,28.55162,Dr JS Moroka,Nkangala,DC31
874,43,Nkangala DM,Dr JS Moroka LM,Senotlelo Multipurpose Centre,Temporary Outreach Site,Pfizer,6/21/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
875,44,Nkangala DM,Dr JS Moroka LM,Marathobolong Home base Care Centre,Temporary Outreach Site,Pfizer,6/24/2021,Yes,1 day,40.0,-28.996320724487305,25.087142944335938,Dr JS Moroka,Nkangala,DC31
876,45,Nkangala DM,Dr JS Moroka LM,Lefisoane Hall,Temporary Outreach Site,Pfizer,6/24/2021,Yes,1 day,40.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
877,46,Nkangala DM,Dr JS Moroka LM,Wolwekraal Church Of God,Temporary Outreach Site,Pfizer,6/24/2021,Yes,1 day,40.0,-25.15403,28.95827,Dr JS Moroka,Nkangala,DC31
878,47,Nkangala DM,Dr JS Moroka LM,Mogononong Home base Care Centre,Temporary Outreach Site,Pfizer,6/25/2021,Yes,1 day,40.0,-28.996320724487305,25.087142944335938,Dr JS Moroka,Nkangala,DC31
879,48,Nkangala DM,Dr JS Moroka LM,Ga Maria Homebase Care Centre,Temporary Outreach Site,Pfizer,6/25/2021,Yes,1 day,40.0,-28.996320724487305,25.087142944335938,Dr JS Moroka,Nkangala,DC31
880,49,Nkangala DM,Dr JS Moroka LM,Magana Aids Project Centre,Temporary Outreach Site,Pfizer,6/28/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
881,50,Nkangala DM,Dr JS Moroka LM,Phake Rankaile Social Grant Pay Point,Temporary Outreach Site,Pfizer,6/28/2021,Yes,1 day,40.0,-28.996320724487305,25.087142944335938,Dr JS Moroka,Nkangala,DC31
882,51,Nkangala DM,Dr JS Moroka LM,Phake Ratlhagane Dutch Reformed Church,Temporary Outreach Site,Pfizer,6/29/2021,Yes,1 day,40.0,-25.14751,28.49423,Dr JS Moroka,Nkangala,DC31
883,52,Nkangala DM,Dr JS Moroka LM,Molapomogale,Temporary Outreach Site,Pfizer,6/28/2021,Yes,2 days,80.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
884,53,Nkangala DM,Emalahleni LM,Witbank Hospital,Primary Outreach Site,Pfizer,5/17/2021,Yes,5 days,160.0,-25.87476,29.21491,Emalahleni,Nkangala,DC31
885,54,Nkangala DM,Emalahleni LM,Impungwe Hospital,Primary Site,Pfizer,6/17/2021,Yes,5 days,80.0,-28.996320724487305,25.087142944335938,Emalahleni,Nkangala,DC31
886,55,Nkangala DM,Emalahleni LM,Cosmos Private Hospital,Primary Site,Pfizer,5/31/2021,Yes,5 days,120.0,-28.996320724487305,25.087142944335938,Emalahleni,Nkangala,DC31
887,56,Nkangala DM,Emalahleni LM,Klarinet CHC,,J&J,7/19/2021,Yes,,,-25.92693,29.21627,Emalahleni,Nkangala,DC31
888,57,Nkangala DM,Victor Khanye LM,Botleng Extension 3 Clinic,Fixed outreach,J&J,7/19/2021,Yes,5 days,50.0,-26.55833,28.32025,Victor Khanye,Nkangala,DC31
889,58,Nkangala DM,Thembisile Hani LM,Thembalethu CHC,Primary Site,J&J,7/19/2021,Yes,5 days,90.0,-29.70527,30.96116,Thembisile,Nkangala,DC31
890,59,Nkangala DM,Thembisile Hani LM,Kwaggafontein CHC,Primary Site,Pfizer,6/30/2021,Yes,5 days,60.0,-29.70527,30.96116,Thembisile,Nkangala,DC31
891,60,Nkangala DM,Thembisile Hani LM,Kwaggafontein Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,3 days,100.0,-29.57958,30.38882,Thembisile,Nkangala,DC31
892,61,Nkangala DM,Thembisile Hani LM,Verena Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-29.57958,30.38882,Thembisile,Nkangala,DC31
893,62,Nkangala DM,Thembisile Hani LM,Vlaklaagte No 2 Centres,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-29.70739,30.96307,Thembisile,Nkangala,DC31
894,63,Nkangala DM,Thembisile Hani LM,Goederede (Pastor Modau),Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-29.70527,30.96116,Thembisile,Nkangala,DC31
895,64,Nkangala DM,Thembisile Hani LM,Boekenhoutheok (Endlini yabo Gogo),Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-28.996320724487305,25.087142944335938,Thembisile,Nkangala,DC31
896,65,Nkangala DM,Thembisile Hani LM,Mandela Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-29.57958,30.38882,Thembisile,Nkangala,DC31
897,66,Nkangala DM,Thembisile Hani LM,Zakheni Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-29.70527,30.96116,Thembisile,Nkangala,DC31
898,67,Nkangala DM,Thembisile Hani LM,Leratong Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,100.0,-29.70527,30.96116,Thembisile,Nkangala,DC31
899,68,Nkangala DM,Thembisile Hani LM,Lakloof Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,80.0,-29.57958,30.38882,Thembisile,Nkangala,DC31
900,69,Nkangala DM,Thembisile Hani LM,Wolvenkop Community Hall,Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,80.0,-29.57958,30.38882,Thembisile,Nkangala,DC31
901,70,Nkangala DM,Thembisile Hani LM,Tweefontein M (God is Able Church),Temporary Outreach Site,Pfizer,7/15/2021,Yes,1 day,80.0,-28.996320724487305,25.087142944335938,Thembisile,Nkangala,DC31
902,71,Nkangala DM,Emakhazeni LM,HA Grove Hospital,Primary Vaccination Site,Pfizer,7/15/2021,Yes,7 days,80.0,-28.996320724487305,25.087142944335938,Emakhazeni,Nkangala,DC31
903,72,Nkangala DM,Dr JS Moroka LM,Mmametlhake Hospital,Primary Vaccination Site,Pfizer,7/15/2021,Yes,5 days,200.0,,,Dr JS Moroka,Nkangala,DC31
904,73,Nkangala DM,Thembisile Hani LM,KwaMhlanga Hospital,Primary Vaccination Site,J&J,2021-06 20,Yes,5 days,160.0,-29.70527,30.96116,Thembisile,Nkangala,DC31
905,74,Nkangala DM,Dr JS Moroka LM,Rhenosterkop Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
906,75,Nkangala DM,Dr JS Moroka LM,Seabe CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
907,76,Nkangala DM,Dr JS Moroka LM,Greenside CHC,Fixed Outreach site,J&J,7/19/2021,Yes,5 days,200.0,-25.00218,28.73147,Dr JS Moroka,Nkangala,DC31
908,77,Nkangala DM,Dr JS Moroka LM,Marapyane CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
909,78,Nkangala DM,Dr JS Moroka LM,Valschfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
910,79,Nkangala DM,Dr JS Moroka LM,Siyabuswa CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.14331,29.07048,Dr JS Moroka,Nkangala,DC31
911,80,Nkangala DM,Dr JS Moroka LM,De Beersput Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
912,81,Nkangala DM,Dr JS Moroka LM,Allemansdrift B Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.11329,28.90934,Dr JS Moroka,Nkangala,DC31
913,82,Nkangala DM,Emalahleni LM,Siphosesimbi CHC,Fixed Outreach site,J&J,7/19/2021,Yes,7 days,160.0,-25.87476,29.21491,Emalahleni,Nkangala,DC31
914,83,Nkangala DM,Dr JS Moroka LM,Kalkfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
915,84,Nkangala DM,Dr JS Moroka LM,Nokaneng CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.1527,28.45515,Dr JS Moroka,Nkangala,DC31
916,85,Nkangala DM,Dr JS Moroka LM,Mmametlhake CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.10606,28.5417,Dr JS Moroka,Nkangala,DC31
917,86,Nkangala DM,Steve Tshwete LM,Sr Mashiteng Clinic,Primary Vaccination Site,J&J,7/30/2021,Yes,7 days,120.0,-25.6159,29.43699,Steve Tshwete,Nkangala,DC31
918,87,Nkangala DM,Dr JS Moroka LM,Bloedfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
919,88,Nkangala DM,Dr JS Moroka LM,Lefisoane Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
920,89,Nkangala DM,Dr JS Moroka LM,Witlaagte Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
921,90,Nkangala DM,Dr JS Moroka LM,Phake Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.14751,28.49423,Dr JS Moroka,Nkangala,DC31
922,91,Ehlanzeni DM,Nkomazi LM,Tonga Hospital,,J&J,2021-07-19 00:00:00,Yes,5 days,160.0,-25.69473,31.7858,Nkomazi,Ehlanzeni,DC32
923,92,Nkangala DM,Dr JS Moroka LM,Wolwekraal Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.15403,28.95827,Dr JS Moroka,Nkangala,DC31
924,93,Nkangala DM,Dr JS Moroka LM,Haakdoringlaagte Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
925,94,Nkangala DM,Dr JS Moroka LM,Allemansdrift C CHC,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.11329,28.90934,Dr JS Moroka,Nkangala,DC31
926,95,Nkangala DM,Dr JS Moroka LM,Troya Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
927,96,Nkangala DM,Dr JS Moroka LM,Pieterskraal Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.20133,28.96578,Dr JS Moroka,Nkangala,DC31
928,97,Nkangala DM,Dr JS Moroka LM,Kameelrivier B Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.119,29.00218,Dr JS Moroka,Nkangala,DC31
929,98,Nkangala DM,Dr JS Moroka LM,Kliplaatdrift Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
930,99,Nkangala DM,Dr JS Moroka LM,Leeufontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.18013,28.8998,Dr JS Moroka,Nkangala,DC31
931,100,Ehlanzeni DM,Thaba Chweu LM,Sabie Hospital,,J&J,2021-07-19 00:00:00,Yes,5 days,160.0,-25.29039,30.76395,Thaba Chweu,Ehlanzeni,DC32
932,101,Nkangala DM,Dr JS Moroka LM,Senzangakhona Digital Village Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,200.0,-25.16886,28.41667,Dr JS Moroka,Nkangala,DC31
933,102,Nkangala DM,Emakhazeni LM,Waterval Boven Gateway Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,40.0,-25.60897,30.48167,Emakhazeni,Nkangala,DC31
934,103,Nkangala DM,Emakhazeni LM,Belfast Gateway Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,40.0,-28.996320724487305,25.087142944335938,Emakhazeni,Nkangala,DC31
935,104,Nkangala DM,Emakhazeni LM,Machadodorp Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,80.0,,,Emakhazeni,Nkangala,DC31
936,105,Nkangala DM,Emakhazeni LM,Siyathuthuka Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,80.0,-25.67533,29.99125,Emakhazeni,Nkangala,DC31
937,106,Nkangala DM,Emakhazeni LM,Sakhelwe Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,80.0,,,Emakhazeni,Nkangala,DC31
938,107,Nkangala DM,Emakhazeni LM,Wonderfontein Clinic,Fixed Outreach site,Pfizer,7/15/2021,Yes,5 days,40.0,-25.80557,29.89822,Emakhazeni,Nkangala,DC31
939,108,Ehlanzeni DM,Bushbuckridge LM,Matikwana Hospital,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,,-28.996320724487305,25.087142944335938,Bushbuckridge,Ehlanzeni,DC32
940,109,Gert Sibande DM,Lekwa LM,Standerton Hospital,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,200.0,-28.996320724487305,25.087142944335938,Lekwa,Gert Sibande,DC30
941,110,Gert Sibande DM,Mkhondo LM,Piet Retief Hospital,Primary Vaccination Site,J&J,2021-06-23 00:00:00,Yes,5 days,200.0,-26.99183,30.79778,Mkhondo,Gert Sibande,DC30
942,111,Gert Sibande DM,Chief Albert Luthuli LM,Embhuleni Hospital,,J&J,2021-07-19 00:00:00,Yes,5 days,200.0,,,Chief Albert Luthuli,Gert Sibande,DC30
943,112,Gert Sibande DM,Dipaleseng,Nthoroane Clinic,Fixed Outreach site,J&J,2021-07-19 00:00:00,Yes,5 days,40.0,-26.79659,28.45577,Dipaleseng,Gert Sibande,DC30
944,113,Gert Sibande DM,Dr Pixley Ka Isaka Seme LM,Vukuzakhe Clinic,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,160.0,-27.12574,29.97438,Dr Pixley Ka Isaka Seme,Gert Sibande,DC30
945,114,Gert Sibande DM,Govan Mbeki LM,Sead Clinic,Fixed Outreach site,J&J,2021-07-19 00:00:00,Yes,5 days,80.0,-26.66256,29.18515,Govan Mbeki,Gert Sibande,DC30
946,115,Gert Sibande DM,Msukaligwa LM,Breyten Clinic,,J&J,2021-07-19 00:00:00,Yes,5 days,160.0,-26.44734,29.66702,Msukaligwa,Gert Sibande,DC30
947,116,Ehlanzeni DM,Bushbuckridge LM,Mapulaneng Hospital,Primary Vaccination Site,Pfizer,2021-06-13 00:00:00,Yes,5 days,160.0,-28.996320724487305,25.087142944335938,Bushbuckridge,Ehlanzeni,DC32
948,117,Ehlanzeni DM,City of Mbombela,Themba Hospital,Primary Vaccination Site,J&J,2021-07-19 00:00:00,Yes,5 days,240.0,-25.37124,28.23933,City of Mbombela,Ehlanzeni,DC32
949,118,Ehlanzeni DM,Nkomazi LM,Shongwe Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,80.0,-28.996320724487305,25.087142944335938,Nkomazi,Ehlanzeni,DC32
950,119,Ehlanzeni DM,City of Mbombela,Rob Ferreira Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,320.0,-33.91221,18.61149,City of Mbombela,Ehlanzeni,DC32
951,120,Gert Sibande DM,Msukaligwa LM,Ermelo Hospital,Primary Vaccination Site,Pfizer,2021-05-17 00:00:00,Yes,5 days,160.0,-26.49362,30.00396,Msukaligwa,Gert Sibande,DC30
952,121,Gert Sibande DM,Govan Mbeki LM,Evander Hospital,Primary Vaccination Site,Pfizer,2021-06-13 00:00:00,Yes,5 days,240.0,-26.66256,29.18515,Govan Mbeki,Gert Sibande,DC30
953,122,Ehlanzeni DM,Bushbuckridge LM,Tintswalo Hospital,Primary Vaccination Site,J&J,2021-06-23 00:00:00,Yes,5 days,,-28.996320724487305,25.087142944335938,Bushbuckridge,Ehlanzeni,DC32
954,123,Gert Sibande DM,Chief Albert Luthuli LM,Embhuleni Hospital,Primary Vaccination Site,J&J,2021-06-23 00:00:00,Yes,5 days,,,,Chief Albert Luthuli,Gert Sibande,DC30
955,0,Capricorn District,Polokwane LM,Seshego Hospital,Primary Vaccination Site,Pfizer,6/8/2021,yes,6 days,500.0,-23.85176,29.37852,Polokwane,Capricorn,DC35
956,1,Capricorn District,Polokwane LM,Seshego Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-23.85176,29.37852,Polokwane,Capricorn,DC35
957,2,Capricorn District,Polokwane LM,Seshego Team B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-23.85176,29.37852,Polokwane,Capricorn,DC35
958,3,Capricorn District,Polokwane LM,Polokwane Hospital,Primary Vaccination Site,Pfizer,5/18/2021,yes,6 days,600.0,-23.89718,29.45484,Polokwane,Capricorn,DC35
959,4,Capricorn District,Polokwane LM,Polokwane Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-24.19473,29.50708,Polokwane,Capricorn,DC35
960,5,Capricorn District,Polokwane LM,PolokwaneTeam B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-24.08528,29.62564,Polokwane,Capricorn,DC35
961,6,Capricorn District,Polokwane LM,Mankweng Hospital,Primary Vaccination Site,Pfizer,5/18/2021,yes,6 days,600.0,-23.88412,29.71356,Polokwane,Capricorn,DC35
962,7,Capricorn District,Polokwane LM,Mankweng Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-23.88412,29.71356,Polokwane,Capricorn,DC35
963,8,Capricorn District,Polokwane LM,Mankweng Team B,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-23.88412,29.71356,Polokwane,Capricorn,DC35
964,9,Capricorn District,Molemole LM,Botlokwa Hospital,Primary Vaccination Site,Pfizer,6/9/2021,yes,6 days,500.0,-28.996320724487305,25.087142944335938,Molemole,Capricorn,DC35
965,10,Capricorn District,Molemole LM,Botlokwa Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,250.0,-28.996320724487305,25.087142944335938,Molemole,Capricorn,DC35
966,11,Capricorn District,Blouberg LM,Helene Franz Hospital,Primary Vaccination Site,Pfizer,6/2/2021,yes,6 days,400.0,-33.80772,18.46777,Blouberg,Capricorn,DC35
967,12,Capricorn District,Blouberg LM,Blouberg Team A,Mobile Outreach Site,Pfizer,7/12/2021,yes,4 days,200.0,-23.21074,29.07737,Blouberg,Capricorn,DC35
968,13,Capricorn District,Lepelle-Nkumpi LM,Lebowakgomo Hospital,Primary Vaccination Site,Pfizer,5/25/2021,yes,6 days,500.0,-24.33534,29.43045,Lepele-Nkumpi,Capricorn,DC35
969,14,Capricorn District,Lepelle-Nkumpi LM,Lebowakgomo Team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-24.33534,29.43045,Lepele-Nkumpi,Capricorn,DC35
970,15,Capricorn District,Polokwane LM,WF Knobel Hospital,Primary Vaccination Site,Pfizer,6/8/2021,yes,6 days,500.0,-23.89718,29.45484,Polokwane,Capricorn,DC35
971,16,Capricorn District,Polokwane LM,Knobel team A,Mobile Outreach Site,J&J,7/12/2021,yes,4 days,200.0,-28.996320724487305,25.087142944335938,Polokwane,Capricorn,DC35
972,17,Capricorn District,Lepelle-Nkumpi LM,Zebediela Hospital,Primary Vaccination Site,Pfizer,6/10/2021,yes,6 days,500.0,-24.30427,29.25205,Lepele-Nkumpi,Capricorn,DC35
973,18,Mopani District,Ba-Phalaborwa LM,Maphutha L Malatjie Hospital,Primary Vaccination Site,Pfizer,6/2/2021,Yes,6 days,600.0,-28.996320724487305,25.087142944335938,Ba-Phalaborwa,Mopani,DC33
974,19,Mopani District,Ba-Phalaborwa LM,Maphutha L Malatjie 2,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,,-28.996320724487305,25.087142944335938,Ba-Phalaborwa,Mopani,DC33
975,20,Mopani District,Greater Giyani LM,Nkhensani Hospital,Primary Vaccination Site,Pfizer,5/25/2021,Yes,6 days,600.0,-23.38632,30.96058,Greater Giyani,Mopani,DC33
976,21,Mopani District,Greater Giyani LM,Nkhensani Team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,,-28.996320724487305,25.087142944335938,Greater Giyani,Mopani,DC33
977,22,Mopani District,Greater Giyani LM,Nkhensani Team B,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,,-28.996320724487305,25.087142944335938,Greater Giyani,Mopani,DC33
978,23,Mopani District,Greater Tzaneen LM,Letaba Hospital,Primary Vaccination Site,Pfizer,6/10/2021,Yes,6 days,600.0,-23.97576,30.26614,Greater Tzaneen,Mopani,DC33
979,24,Mopani District,Greater Tzaneen LM,Letaba Team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,,-23.97576,30.26614,Greater Tzaneen,Mopani,DC33
980,25,Mopani District,Greater Letaba LM,Kgapane Hospital,Primary Vaccination Site,Pfizer,5/25/2021,Yes,6 days,600.0,-23.63922,30.22,Greater Letaba,Mopani,DC33
981,26,Mopani District,Greater Letaba LM,Kgapane team A,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,,-23.63922,30.22,Greater Letaba,Mopani,DC33
982,27,Mopani District,Greater Letaba LM,Kgapane team B,Mobile Outreach Site,J&J,12/07/2021,Yes,4 days,,-28.996320724487305,25.087142944335938,Greater Letaba,Mopani,DC33
